Time,Input,Output
2.1400000000000015,1.2191999999999998,1.137682153413601
2.1600000000000015,1.2191999999999998,1.139752925168344
2.1800000000000015,1.2191999999999998,1.1417710937712644
2.2000000000000015,1.2191999999999998,1.1437379954833844
2.2200000000000015,1.2191999999999998,1.1456549326211152
2.2400000000000015,1.2191999999999998,1.1475231744185412
2.2600000000000016,1.2191999999999998,1.1493439578678
2.2800000000000016,1.2191999999999998,1.1511184885381138
2.3000000000000016,1.2191999999999998,1.152847941374016
2.3200000000000016,1.2191999999999998,1.1545334614733003
2.3400000000000016,1.2191999999999998,1.1561761648452076
2.3600000000000017,1.2191999999999998,1.1577771391493534
2.3800000000000017,1.2191999999999998,1.1593374444158846
2.4000000000000017,1.2191999999999998,1.1608581137473413
2.4200000000000017,1.2191999999999998,1.1623401540026908
2.4400000000000017,1.2191999999999998,1.1637845464639842
2.4600000000000017,1.2191999999999998,1.1651922474860792
2.4800000000000018,1.2191999999999998,1.166564189129857
2.5000000000000018,1.2191999999999998,1.167901279779355
2.520000000000002,1.2191999999999998,1.1692044047432215
2.540000000000002,1.2191999999999998,1.1704744268408929
2.560000000000002,1.2191999999999998,1.1717121869738794
2.580000000000002,1.2191999999999998,1.1729185046825394
2.600000000000002,1.2191999999999998,1.1740941786887105
2.620000000000002,1.2191999999999998,1.1752399874245547
2.640000000000002,1.2191999999999998,1.1763566895479713
2.660000000000002,1.2191999999999998,1.177445024444916
2.680000000000002,1.2191999999999998,1.1785057127189593
2.700000000000002,1.2191999999999998,1.1795394566684105
2.720000000000002,1.2191999999999998,1.1805469407513196
2.740000000000002,1.2191999999999998,1.1815288320386679
2.760000000000002,1.2191999999999998,1.182485780656046
2.780000000000002,1.2191999999999998,1.183418420214113
2.800000000000002,1.2191999999999998,1.1843273682281183
2.820000000000002,1.2191999999999998,1.1852132265267699
2.840000000000002,1.2191999999999998,1.1860765816507135
2.860000000000002,1.2191999999999998,1.1869180052408907
2.880000000000002,1.2191999999999998,1.1877380544170313
2.900000000000002,1.2191999999999998,1.1885372721465308
2.920000000000002,1.2191999999999998,1.1893161876039582
2.940000000000002,1.2191999999999998,1.19007531652143
2.960000000000002,1.2191999999999998,1.190815161530085
2.980000000000002,1.2191999999999998,1.1915362124928843
3.000000000000002,1.2191999999999998,1.1922389468289567
3.0200000000000022,1.2191999999999998,1.192923829829706
3.0400000000000023,1.2191999999999998,1.1935913149668875
3.0600000000000023,1.2191999999999998,1.1942418441928586
3.0800000000000023,1.2191999999999998,1.1948758482332025
3.1000000000000023,1.2191999999999998,1.1954937468719182
3.1200000000000023,1.2191999999999998,1.1960959492293664
3.1400000000000023,1.2191999999999998,1.196682854033154
3.1600000000000024,1.2191999999999998,1.1972548498821385
3.1800000000000024,1.2191999999999998,1.1978123155037248
3.2000000000000024,1.2191999999999998,1.198355620004627
3.2200000000000024,1.2191999999999998,1.1988851231152593
3.2400000000000024,1.2191999999999998,1.1994011754279197
3.2600000000000025,1.2191999999999998,1.1999041186289219
3.2800000000000025,1.2191999999999998,1.200394285724832
3.3000000000000025,1.2191999999999998,1.2008720012629566
3.3200000000000025,1.2191999999999998,1.2013375815462313
3.3400000000000025,1.2191999999999998,1.2017913348426492
3.3600000000000025,1.2191999999999998,1.2022335615893704
3.3800000000000026,1.2191999999999998,1.2026645545916461
3.4000000000000026,1.2191999999999998,1.2030845992166894
3.4200000000000026,1.2191999999999998,1.2034939735826213
3.4400000000000026,1.2191999999999998,1.2038929487426175
3.4600000000000026,1.2191999999999998,1.2042817888643766
3.4800000000000026,1.2191999999999998,1.2046607514050296
3.5000000000000027,1.2191999999999998,1.2050300872816064
3.5200000000000027,1.2191999999999998,1.2053900410371723
3.5400000000000027,1.2191999999999998,1.2057408510027432
3.5600000000000027,1.2191999999999998,1.2060827494550883
3.5800000000000027,1.2191999999999998,1.2064159627705247
3.6000000000000028,1.2191999999999998,1.2067407115748043
3.6200000000000028,1.2191999999999998,1.2070572108891937
3.640000000000003,1.2191999999999998,1.207365670272843
3.660000000000003,1.2191999999999998,1.2076662939615386
3.680000000000003,1.2191999999999998,1.20795928100293
3.700000000000003,1.2191999999999998,1.2082448253883238
3.720000000000003,1.2191999999999998,1.208523116181127
3.740000000000003,1.2191999999999998,1.2087943376420296
3.760000000000003,1.2191999999999998,1.2090586693510061
3.780000000000003,1.2191999999999998,1.209316286326219
3.800000000000003,1.2191999999999998,1.2095673591398997
3.820000000000003,1.2191999999999998,1.2098120540312882
3.840000000000003,1.2191999999999998,1.2100505330167022
3.860000000000003,1.2191999999999998,1.210282953996811
3.880000000000003,1.2191999999999998,1.2105094708611834
3.900000000000003,1.2191999999999998,1.2107302335901813
3.920000000000003,1.2191999999999998,1.2109453883542627
3.940000000000003,1.2191999999999998,1.211155077610765
3.960000000000003,1.2191999999999998,1.2113594401982268
3.980000000000003,1.2191999999999998,1.2115586114283166
4.000000000000003,1.2191999999999998,1.2117527231754233
4.020000000000002,1.2191999999999998,1.211941903963973
4.040000000000002,1.2191999999999998,1.212126279053527
4.060000000000001,1.2191999999999998,1.212305970521718
4.080000000000001,1.2191999999999998,1.2124810973450801
4.1000000000000005,1.2191999999999998,1.212651775477824
4.12,1.2191999999999998,1.2128181179286133
4.14,1.2191999999999998,1.212980234835388
4.159999999999999,1.2191999999999998,1.2131382335382899
4.179999999999999,1.2191999999999998,1.2132922186507333
4.199999999999998,1.2191999999999998,1.2134422921286716
4.219999999999998,1.2191999999999998,1.2135885533381034
4.2399999999999975,1.2191999999999998,1.2137310991208652
4.259999999999997,1.2191999999999998,1.2138700238587505
4.279999999999997,1.2191999999999998,1.2140054195360033
4.299999999999996,1.2191999999999998,1.2141373758002205
4.319999999999996,1.2191999999999998,1.2142659800217104
4.339999999999995,1.2191999999999998,1.214391317351341
4.359999999999995,1.2191999999999998,1.21451347077692
4.379999999999995,1.2191999999999998,1.2146325211781428
4.399999999999994,1.2191999999999998,1.2147485473801434
4.419999999999994,1.2191999999999998,1.2148616262056862
4.439999999999993,1.2191999999999998,1.2149718325260317
4.459999999999993,1.2191999999999998,1.2150792393105097
4.479999999999992,1.2191999999999998,1.2151839176748334
4.499999999999992,1.2191999999999998,1.2152859369281863
4.519999999999992,1.2191999999999998,1.2153853646191128
4.539999999999991,1.2191999999999998,1.2154822665802436
4.559999999999991,1.2191999999999998,1.215576706971884
4.57999999999999,1.2191999999999998,1.2156687483244952
4.59999999999999,1.2191999999999998,1.2157584515800979
4.6199999999999894,1.2191999999999998,1.2158458761326216
4.639999999999989,1.2191999999999998,1.215931079867231
4.659999999999989,1.2191999999999998,1.2160141191986524
4.679999999999988,1.2191999999999998,1.216095049108527
4.699999999999988,1.2191999999999998,1.216173923181815
4.719999999999987,1.2191999999999998,1.2162507936422746
4.739999999999987,1.2191999999999998,1.2163257113870412
4.7599999999999865,1.2191999999999998,1.2163987260203262
4.779999999999986,1.2191999999999998,1.2164698858862613
4.799999999999986,1.2191999999999998,1.2165392381009075
4.819999999999985,1.2191999999999998,1.2166068285834517
4.839999999999985,1.2191999999999998,1.2166727020866104
4.859999999999984,1.2191999999999998,1.216736902226261
4.879999999999984,1.2191999999999998,1.2167994715103212
4.8999999999999835,1.2191999999999998,1.216860451366893
4.919999999999983,1.2191999999999998,1.2169198821716942
4.939999999999983,1.2191999999999998,1.2169778032747909
4.959999999999982,1.2191999999999998,1.2170342530266518
4.979999999999982,1.2191999999999998,1.2170892688035415
4.999999999999981,1.2191999999999998,1.217142887032267
5.019999999999981,1.2191999999999998,1.2171951432142967
